brand,model,price,year,region,transmission,fuel type,engine capacity,mileage,link
MG,5 1.5 CVT (114 л.с.),14 600,2021,Київ,Варіатор, Бензин , Бензин , без пробігу ,https://auto.ria.com/uk/newauto/auto-mg-5-1876995.html
Volkswagen,Jetta,9 600,2016,Полтава,Автомат, Бензин, 1.4 л. , 110 тис. км ,https://auto.ria.com/uk/auto_volkswagen_jetta_27666034.html
Hyundai,Tucson 1.6 T-GDi HEV AT (230 л.с.) 4WD,40 158,2021,Харків,Автомат, Гібрид, 1.6 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-hyundai-tucson-1878119.html
Hyundai,Elantra 1.6 MPi AT (127 л.с.),22 235,2021,Харків,Автомат, Бензин, 1.6 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-hyundai-elantra-1853043.html
Hyundai,Tucson,9 500,2008,Кам'янське,Ручна/Механіка, Газ / Бензин, 2 л. , 96 тис. км ,https://auto.ria.com/uk/auto_hyundai_tucson_31741544.html
Volkswagen,Touran,8 500,2008,Коростень,Автомат, Дизель, 1.9 л. , 333 тис. км ,https://auto.ria.com/uk/auto_volkswagen_touran_31947039.html
Volkswagen,T4 (Transporter) пасс.,5 600,1997,Київ,Ручна/Механіка, Дизель, 1.9 л. , 320 тис. км ,https://auto.ria.com/uk/auto_volkswagen_t4_transporter_pass_31844079.html
Mitsubishi,Outlander Rockford fosgate,12 999,2013,Стрий,Автомат, Бензин, 2.4 л. , 243 тис. км ,https://auto.ria.com/uk/auto_mitsubishi_outlander_31792475.html
Ford,Kuga,12 399,2012,Дніпро,Ручна/Механіка, Дизель, 2 л. , 150 тис. км ,https://auto.ria.com/uk/auto_ford_kuga_31946501.html
Mercedes-Benz,CL 500,21 000,2007,Київ,Автомат, Бензин, 5.5 л. , 140 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_cl_500_31946456.html
Mazda,5 Elegance,7 999,2008,Мукачеве,Ручна/Механіка, Дизель, 2 л. , 250 тис. км ,https://auto.ria.com/uk/auto_mazda_5_27834627.html
Ford,Escape,16 000,2017,Запоріжжя,Автомат, Бензин, 1.5 л. , 89 тис. км ,https://auto.ria.com/uk/auto_ford_escape_31748790.html
Mercedes-Benz,Sprinter 316 пас.,19 500,2015,Бучач,Ручна/Механіка, Дизель, 2.9 л. , 459 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_sprinter_316_pass_31749036.html
Renault,Clio,5 900,2008,Київ,Автомат, Бензин, 1.6 л. , 159 тис. км ,https://auto.ria.com/uk/auto_renault_clio_31911601.html
Volkswagen,Passat B8,25 900,2017,Запоріжжя,Автомат, Дизель, 2 л. , 141 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31945487.html
Honda,CR-V 1.5i VTEC Turbo CVT (193 л.с.) 4WD,43 115,2021,Одеса,Варіатор, Бензин, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-honda-cr-v-1845578.html
Lexus,ES 350,13 700,2007,Львів,Автомат, Газ / Бензин, 3.5 л. , 210 тис. км ,https://auto.ria.com/uk/auto_lexus_es_350_31215263.html
Peugeot,5008,9 200,2010,Очаків,Ручна/Механіка, Дизель, 1.6 л. , 262 тис. км ,https://auto.ria.com/uk/auto_peugeot_5008_31944191.html
Mercedes-Benz,G 350,69 999,2015,Київ,Автомат, Дизель, 3 л. , 147 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_g_350_31750624.html
Volkswagen,Polo,6 800,2008,Біла Церква,Ручна/Механіка, Бензин, 1.6 л. , 130 тис. км ,https://auto.ria.com/uk/auto_volkswagen_polo_31616754.html
Nissan,Leaf SV,11 799,2015,Дніпро,Автомат, Електро , Електро , 90 тис. км ,https://auto.ria.com/uk/auto_nissan_leaf_31452599.html
Volkswagen,Passat B8,16 150,2017,Харків,Автомат, Дизель, 1.6 л. , 171 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_b8_31943776.html
Peugeot,2008 1.2 PureTech 6AT (130 л.с.) S/S,26 075,2022,Київ,Автомат, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-2008-1869186.html
Peugeot,208 1.2 PureTech MT (75 л.с.),17 367,2022,Миколаїв,Механічна, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-208-1862656.html
Peugeot,2008 1.5 BlueHDi AT (130 л.с.) S/S,29 817,2021,Київ,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-2008-1837525.html
Peugeot,2008 1.5 BlueHDi AT (130 л.с.) S/S,30 122,2021,Київ,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-2008-1836321.html
Peugeot,2008 1.5 BlueHDi AT (130 л.с.) S/S,29 817,2021,Київ,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-2008-1836709.html
Peugeot,3008 2.0 HDi AT (150 л.с.),31 556,2021,Київ,Автомат, Дизель, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-3008-1836762.html
Peugeot,3008 2.0 BLueHDi AT (180 л.с.) S&S,42 386,2021,Київ,Автомат, Дизель, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-3008-1855622.html
Peugeot,2008 1.5 BlueHDi AT (130 л.с.) S/S,29 817,2021,Київ,Автомат, Дизель, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-2008-1836974.html
Peugeot,3008 2.0 BLueHDi AT (180 л.с.) S&S,42 386,2021,Київ,Автомат, Дизель, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-peugeot-3008-1855629.html
Haval,H6 2.0i 7DCT (204 л.с.) 4WD,28 053,2021,Кропивницький,Автомат, Бензин, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-haval-h6-1870083.html
Haval,H6 2.0i 7DCT (204 л.с.),24 894,2021,Запоріжжя,Автомат, Бензин, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-haval-h6-1870061.html
Haval,Jolion 1.5і 7DCT (143 л.с.),24 356,2021,Харків,Автомат, Бензин, 1.5 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-haval-jolion-1866186.html
Mercedes-Benz,GLE-Class Coupe AMG 53 AT (435 л.с.) 4Matic+,144 569,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gle-class-1840475.html
Mercedes-Benz,GLS 580 580 AT (489 л.с.) 4Matic,167 083,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gls-class-1802769.html
Mercedes-Benz,GLS 580 580 AT (489 л.с.) 4Matic,187 826,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-gls-class-1851448.html
Mercedes-Benz,S-Class 400d 9G-Tronic (330 л.с.) Long 4Matic,204 903,2021,Київ,Автомат, Дизель, 2.9 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-s-class-1846016.html
Mercedes-Benz,G 500 500 AT (422 л.с.) 4Matic,200 349,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-g-class-1820103.html
Mercedes-Benz,G 400 400d AT (340 л.с.) 4Matic,204 396,2021,Київ,Автомат, Дизель, 2.9 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-g-class-1840111.html
Audi,RS Q8 4.0 TFSI S-tronic (600 л.c.) Quattro,226 531,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-audi-rs-q8-1856847.html
Mercedes-Benz,S-Class 400d 9G-Tronic (330 л.с.) Long 4Matic,182 136,2021,Київ,Автомат, Дизель, 2.9 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-s-class-1856566.html
Mercedes-Benz,G-Class Brabus G800 G-Ttonic (800 л.с.) 4Matic,489 490,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-g-class-1837989.html
Mercedes-Benz,S-Class 500 9G-Tronic (435 л.с.) Long 4Matic,201 488,2021,Київ,Автомат, Бензин, 3.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-s-class-1860857.html
Land,Rover Range Rover 5.0 S/C АТ (565 л.с.) AWD,227 670,2021,Київ,Автомат, Бензин, 5.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-land-rover-range-rover-1856632.html
Mercedes-Benz,G 63 AMG Mercedes-AMG G63 G-Ttonic (585 л.с.) 4Matic,330 121,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-g-class-1840831.html
Mercedes-Benz,G-Class 700 Brabus G-Ttonic (700 л.с.) 4Matic,375 655,2021,Київ,Автомат, Бензин, 4.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mercedes-benz-g-class-1832933.html
MG,5 1.5 MT (114 л.с.),15 284,2022,Дніпро,Механічна, Бензин , Бензин , без пробігу ,https://auto.ria.com/uk/newauto/auto-mg-5-1871084.html
Nissan,Pathfinder R 51,11 900,2005,Київ,Автомат, Дизель, 2.5 л. , 540 тис. км ,https://auto.ria.com/uk/auto_nissan_pathfinder_30655737.html
MINI,Cooper,6 900,2009,Львів,Ручна/Механіка, Бензин, 1.6 л. , 286 тис. км ,https://auto.ria.com/uk/auto_mini_cooper_31941546.html
Volkswagen,Passat CC Highline Limited,9 200,2008,Київ,Ручна/Механіка, Бензин, 1.8 л. , 149 тис. км ,https://auto.ria.com/uk/auto_volkswagen_passat_cc_31941527.html
Mazda,3,17 800,2019,Київ,Автомат, Бензин, 2.5 л. , 23 тис. км ,https://auto.ria.com/uk/auto_mazda_3_30771556.html
Skoda,Kodiaq,35 000,2017,Трускавець,Автомат, Дизель, 2 л. , 140 тис. км ,https://auto.ria.com/uk/auto_skoda_kodiaq_31941356.html
Volvo,XC60 MOMENTUM,16 300,2010,Броди,Автомат, Дизель, 2.4 л. , 224 тис. км ,https://auto.ria.com/uk/auto_volvo_xc60_31941047.html
Toyota,Land Cruiser 200,35 000,2012,Львів,Невказано, Дизель, 4.5 л. , 145 тис. км ,https://auto.ria.com/uk/auto_toyota_land_cruiser_200_31941045.html
Mitsubishi,L 200 New 2.4 DI-D AT (154 л.с.) 4WD,41 253,2021,Черкаси,Автомат, Дизель, 2.4 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mitsubishi-l-200-1819010.html
Ford,Focus se,9 950,2017,Київ,Автомат, Бензин, 2 л. , 99 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31625865.html
Hyundai,Sonata SPORT,13 700,2015,Київ,Автомат, Бензин, 2.4 л. , 135 тис. км ,https://auto.ria.com/uk/auto_hyundai_sonata_31729329.html
Opel,Crossland Direct Injection Turbo 1.2 AT (110 л.с.),22 423,2021,Хмельницький,Автомат, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-opel-crossland-1878488.html
SEAT,Leon ST,9 450,2014,Київ,Ручна/Механіка, Дизель, 1.6 л. , 225 тис. км ,https://auto.ria.com/uk/auto_seat_leon_31940670.html
Mitsubishi,Outlander 2.0 CVT (145 л.с.) 2WD,25 941,2021,Кривий Ріг,Варіатор, Бензин, 2.0 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-mitsubishi-outlander-1871594.html
BMW,523,4 800,1996,Вишгород,Ручна/Механіка, Газ / Бензин, 2.5 л. , 348 тис. км ,https://auto.ria.com/uk/auto_bmw_523_31940376.html
Opel,Mokka 1.2T Direct Injection AT (130 л.с.),25 230,2021,Полтава,Автомат, Бензин, 1.2 л. , без пробігу ,https://auto.ria.com/uk/newauto/auto-opel-mokka-1871776.html
Audi,A8 Long,22 500,2010,Київ,Автомат, Бензин, 4.2 л. , 99 тис. км ,https://auto.ria.com/uk/auto_audi_a8_31847490.html
Renault,Koleos,36 500,2020,Івано-Франківськ,Варіатор, Дизель, 2 л. , 24 тис. км ,https://auto.ria.com/uk/auto_renault_koleos_31325754.html
Skoda,Fabia,5 850,2008,Хмельницький,Ручна/Механіка, Бензин , Бензин , 190 тис. км ,https://auto.ria.com/uk/auto_skoda_fabia_31829370.html
Hyundai,Veloster,8 200,2012,Одеса,Автомат, Бензин, 1.6 л. , 111 тис. км ,https://auto.ria.com/uk/auto_hyundai_veloster_31939702.html
Mercedes-Benz,GLE 450,58 000,2016,Одеса,Автомат, Бензин, 3 л. , 139 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_gle_450_31782789.html
Toyota,Land Cruiser 200,72 500,2019,Харків,Автомат, Газ / Бензин, 4.6 л. , 16 тис. км ,https://auto.ria.com/uk/auto_toyota_land_cruiser_200_31839965.html
Lexus,LX 450 Luxury,99 500,2019,Харків,Автомат, Дизель, 4.5 л. , 92 тис. км ,https://auto.ria.com/uk/auto_lexus_lx_450_31718778.html
Ford,Kuga,11 600,2011,Київ,Автомат, Газ / Бензин, 2.5 л. , 186 тис. км ,https://auto.ria.com/uk/auto_ford_kuga_31433903.html
Citroen,C3,4 850,2006,Вінниця,Робот, Бензин, 1.4 л. , 118 тис. км ,https://auto.ria.com/uk/auto_citroen_c3_31742966.html
Skoda,Octavia Tour,7 600,2008,Харків,Ручна/Механіка, Газ / Бензин, 1.8 л. , 149 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_tour_31806076.html
Tesla,Model S 75D,40 999,2017,Южноукраїнськ,Автомат, Електро , Електро , 113 тис. км ,https://auto.ria.com/uk/auto_tesla_model_s_31938989.html
Toyota,Highlander,35 000,2016,Рогатин,Автомат, Бензин, 3.5 л. , 265 тис. км ,https://auto.ria.com/uk/auto_toyota_highlander_31938304.html
Skoda,Octavia A5 GreenLine,10 700,2011,Чернівці,Ручна/Механіка, Дизель, 1.6 л. , 151 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a5_31741913.html
Mercedes-Benz,Sprinter 316 пас. Sprinter,34 200,2018,Чернівці,Автомат, Дизель, 2.1 л. , 237 тис. км ,https://auto.ria.com/uk/auto_mercedes_benz_sprinter_316_pass_31938136.html
Skoda,Octavia A5 CLIMA,7 300,2008,Хмільник,Ручна/Механіка, Бензин, 1.6 л. , 203 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a5_31937647.html
Skoda,Octavia Scout 4x4,19 400,2016,Харків,Автомат, Дизель, 2 л. , 209 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_scout_31937643.html
Ford,Focus,5 700,2006,Київ,Автомат, Дизель, 1.6 л. , 213 тис. км ,https://auto.ria.com/uk/auto_ford_focus_31937439.html
Opel,Astra H,5 950,2005,Київ,Ручна/Механіка, Бензин , Бензин , 174 тис. км ,https://auto.ria.com/uk/auto_opel_astra_h_31937335.html
BMW,X5,33 999,2014,Київ,Типтронік, Дизель, 3 л. , 205 тис. км ,https://auto.ria.com/uk/auto_bmw_x5_31489574.html
Chevrolet,Bolt EV,23 500,2018,Львів,Автомат, Електро , Електро , 77 тис. км ,https://auto.ria.com/uk/auto_chevrolet_bolt_ev_31936183.html
Volkswagen,Beetle,4 200,1998,Івано-Франківськ,Ручна/Механіка, Бензин, 2 л. , 208 тис. км ,https://auto.ria.com/uk/auto_volkswagen_beetle_31936037.html
ВАЗ,2111 match,2 500,2004,Теребовля,Ручна/Механіка, Бензин, 1.5 л. , 115 тис. км ,https://auto.ria.com/uk/auto_vaz_2111_31935865.html
Kia,Sportage,12 700,2015,Одеса,Автомат, Бензин, 2.4 л. , 160 тис. км ,https://auto.ria.com/uk/auto_kia_sportage_31934317.html
Lexus,LS 460l,15 500,2007,Київ,Автомат, Бензин, 4.6 л. , 263 тис. км ,https://auto.ria.com/uk/auto_lexus_ls_460l_31935767.html
BMW,320,6 500,2001,Житомир,Ручна/Механіка, Дизель, 2 л. , 370 тис. км ,https://auto.ria.com/uk/auto_bmw_320_29637871.html
Daewoo,Nubira CDX,3 150,2001,Южне,Невказано, Газ / Бензин, 2 л. , 300 тис. км ,https://auto.ria.com/uk/auto_daewoo_nubira_31934717.html
Nissan,NV200 Evalia Generator,12 500,2016,Херсон,Ручна/Механіка, Дизель , Дизель , 97 тис. км ,https://auto.ria.com/uk/auto_nissan_nv200_31934837.html
Skoda,Octavia A7,15 700,2018,Рівне,Ручна/Механіка, Дизель, 2 л. , 209 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a7_31840350.html
Toyota,RAV4 Le,18 800,2017,Житомир,Автомат, Бензин, 2.5 л. , 44 тис. км ,https://auto.ria.com/uk/auto_toyota_rav4_31653676.html
Opel,Astra J,10 350,2015,Коломия,Ручна/Механіка, Дизель, 1.6 л. , 185 тис. км ,https://auto.ria.com/uk/auto_opel_astra_j_31608796.html
Skoda,Octavia A7,12 500,2013,Вінниця,Автомат, Бензин, 1.4 л. , 170 тис. км ,https://auto.ria.com/uk/auto_skoda_octavia_a7_31933959.html
BMW,540,6 999,1998,Київ,Типтронік, Бензин, 4.4 л. , 300 тис. км ,https://auto.ria.com/uk/auto_bmw_540_31933540.html
Opel,Zafira,8 750,2010,Київ,Ручна/Механіка, Дизель, 1.7 л. , 189 тис. км ,https://auto.ria.com/uk/auto_opel_zafira_31522732.html
Chrysler,200,8 000,2012,Одеса,Автомат, Бензин, 2.4 л. , 201 тис. км ,https://auto.ria.com/uk/auto_chrysler_200_31522552.html
Audi,e-tron,74 903,2020,Київ,Автомат, Електро , Електро , 9 тис. км ,https://auto.ria.com/uk/auto_audi_e_tron_31598748.html
Chevrolet,Equinox LT,18 900,2018,Ковель,Автомат, Бензин, 1.5 л. , 26 тис. км ,https://auto.ria.com/uk/auto_chevrolet_equinox_31932415.html
Cadillac,ATS,11 500,2012,Київ,Автомат, Бензин, 2.5 л. , 140 тис. км ,https://auto.ria.com/uk/auto_cadillac_ats_30963352.html
Suzuki,SX4 GLX,14 800,2014,Київ,Автомат, Бензин, 1.6 л. , 73 тис. км ,https://auto.ria.com/uk/auto_suzuki_sx4_31929476.html
Ford,Transit Connect груз.,4 900,2012,Чернівці,Невказано, Дизель, 1.8 л. , 260 тис. км ,https://auto.ria.com/uk/auto_ford_transit_connect_gruz_31928723.html
Renault,Megane,7 700,2011,Полтава,Ручна/Механіка, Дизель, 1.5 л. , 118 тис. км ,https://auto.ria.com/uk/auto_renault_megane_31928613.html
SEAT,Ibiza,7 400,2011,Київ,Автомат, Бензин, 1.6 л. , 93 тис. км ,https://auto.ria.com/uk/auto_seat_ibiza_31774130.html
